path,source,language,If_CAM,labels,Instance,Identify Result
Dsub\other tools\licma\Crypto\CryptoAESCBCnlv2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\Crypto\CryptoAESCBCnmc1.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\Crypto\CryptoAESCBCnmc2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\Crypto\CryptoAESECBC1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoAESECBC2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoAESECBC3.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoAESECBC4.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoAESECBC5.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoAESECBC6.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoAESECBC7.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeydmc1.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeydmc2.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeydmc3.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeydmc4.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeydva1.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeydva2.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeydva3.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeydva4.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeyhc1.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeyhc2.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeyhc3.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeyhc4.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeyiva1.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeyiva2.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeyiva3.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeyiva4.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeylv1.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeylv2.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeylv3.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeylv4.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeynlv1.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeynlv2.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeynlv3.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeynlv4.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeynmc1.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeynmc2.py,licma,python,1,Hardcoded key;ECB used,-1,
Dsub\other tools\licma\Crypto\CryptoKeynmc3.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoKeynmc4.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\Crypto\CryptoPBE1000DMC1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\Crypto\CryptoPBE1000DVA1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\Crypto\CryptoPBE1000HC1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\Crypto\CryptoPBE1000IVA1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\Crypto\CryptoPBE1000LV1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\Crypto\CryptoPBE1000NLV1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\Crypto\CryptoPBE1000NMC1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltDMC1.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltDMC2.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltDVA1.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltDVA2.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltHC1.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltHC2.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltIVA1.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltIVA2.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltLV1.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltLV2.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltNLV1.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltNLV2.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltNMC1.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\Crypto\CryptoStaticSaltNMC2.py,licma,python,1,ECB used;Static salt;Hardcoded password;Insufficient iteration count in PBKDF2,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCDMC1.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCDMC2.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCDVA1.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCDVA2.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCHC1.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCHC2.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCIVA1.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCIVA2.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCLV1.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCLV2.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCNLV1.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCNLV2.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCNMC1.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESCBCNMC2.py,licma,python,1,Static IV,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBDMC1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBDMC2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBDVA1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBDVA2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBHC1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBHC2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBIVA1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBIVA2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBLV1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBLV2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBNLV1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBNLV2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBNMC1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoAESECBNMC2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyDMC1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyDMC2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyDVA1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyDVA2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyHC1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyHC2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyIVA1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyIVA2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyLV1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyLV2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyNLV1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyNLV2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyNMC1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoKeyNMC2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoPBE1000DMC1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoPBE1000DVA1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoPBE1000HC1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoPBE1000IVA1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoPBE1000LV1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoPBE1000NLV1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoPBE1000NMC1.py,licma,python,1,ECB used;PBKDF iterations lower than 1000;Static salt;Hardcoded password,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltDMC1.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltDMC2.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltDVA1.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltDVA2.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltHC1.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltHC2.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltIVA1.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltIVA2.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltLV1.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltLV2.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltNLV1.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltNLV2.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltNMC1.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyCrypto\PyCryptoStaticSaltNMC2.py,licma,python,1,ECB used;Static salt;Hardcoded password;PBKDF2 iterations lower than 10000,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyDMC1.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyDMC2.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyDVA1.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyDVA2.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyHC1.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyHC2.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyIVA1.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyIVA2.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyLV1.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyLV2.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyNLV1.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyNLV2.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyNMC1.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClKeyNMC2.py,licma,python,1,Hardcoded key,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltDMC1.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltDMC2.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltDVA1.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltDVA2.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltHC1.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltHC2.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltIVA1.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltIVA2.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltLV1.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltLV2.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltNLV1.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltNLV2.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltNMC1.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\PyNaCl\PyNaClStaticSaltNMC2.py,licma,python,1,Hardcode password;Static salt,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCDMC1.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCDMC2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCDVA1.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCDVA2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCHC1.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCHC2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCIVA1.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCIVA2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCLV1.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCLV2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCNLV1.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCNLV2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCNMC1.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESCBCNMC2.py,licma,python,1,Predictable IV in CBC mode,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBDMC1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBDMC2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBDVA1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBDVA2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBHC2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBIVA1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBIVA2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBLV1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBLV2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBNLV1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBNLV2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBNMC1.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibAESECBNMC2.py,licma,python,1,ECB used,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyDMC1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyDMC2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyDVA1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyDVA2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyHC1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyHC2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyIVA1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyIVA2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyLV1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyLV2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyNLV1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyNLV2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyNMC1.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\CryptoLibKeyNMC2.py,licma,python,1,ECB used;Hardcoded key,-1,
Dsub\other tools\licma\ucryptolib\ucryptolibAESECBHC1.py,licma,python,1,ECB used;Hardcoded key,-1,
